Dataset,Soil_Type,Image_Path,Detected_Tone,pH Range,Temperature (°C),Humidity (%),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg),Crop_Recommendations,Fertilizer_Recommendations,Weather_Based_Crop_Recommendation,Season_Based_Crop_Recommendation,Current_Season,Current_Temperature(°C),Current_Humidity(%),Weather_Description,Nitrogen (mg/kg)_min,Nitrogen (mg/kg)_max,Phosphorus (mg/kg)_min,Phosphorus (mg/kg)_max,Potassium (mg/kg)_min,Potassium (mg/kg)_max,pH Range_min,pH Range_max
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-07-41.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-07-45.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-07-48.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-07-52.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-07-56.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-00.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-03.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-07.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-10.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-14.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-18.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-22.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-26.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-29.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-33.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-36.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-40.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-43.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-46.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-50.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-54.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-08-57.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-01.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-04.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-07.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-11.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-14.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-17.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-20.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-23.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-27.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-31.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-35.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-39.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-42.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-46.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-49.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-53.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-09-58.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-10-02.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-10-05.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-10-09.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-10-12.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-10-15.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-10-17.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-10-21.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-10-24.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\photo_2022-06-01_07-10-28.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Sample10.0.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Sample10.120.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Sample10.150.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Sample10.180.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
train,Alluvial soil,C:\Users\Pranjal Yallurkar\OneDrive\Desktop\PROJECT\Final\soil_photos-20251020T144319Z-1-001\soil_photos\train\Alluvial soil\Sample10.30.jpg,Reddish,6.5–7.5,25–35,60–80,280–450,40–60,300–450,"Rice, Wheat, Maize, Sugarcane, Pulses","DAP, Compost, NPK, Urea, Biofertilizer",maize,"Wheat, Mustard, Barley, Peas, Gram",Winter,28.07,44,haze,280.0,450.0,40.0,60.0,300.0,450.0,6.5,7.5
